E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_30_404.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_30_404.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_30_404.jpg,0,0,0,1.833111E-05
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_30_489.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_30_489.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_30_489.jpg,0,0,0,4.881882E-06
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_30_610.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_30_610.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_30_610.jpg,0,0,0,1.250816E-05
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_30_706.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_30_706.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_30_706.jpg,0,0.1635156,0,0.1117592
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_30_800.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_30_800.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_30_800.jpg,-0.2,0.4584639,0,0.4633862
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_30_904.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_30_904.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_30_904.jpg,0,0.1483218,0,0.8284648
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_002.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_002.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_002.jpg,0,0,0,0.7960567
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_105.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_105.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_105.jpg,0,0,0,0.7880044
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_205.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_205.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_205.jpg,0,0,0,0.7801061
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_329.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_329.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_329.jpg,-0.15,0,0,0.7700349
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_417.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_417.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_417.jpg,-0.35,0.1601694,0,0.8326935
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_516.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_516.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_516.jpg,0,0,0,0.8282093
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_631.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_631.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_631.jpg,0,0,0,0.8181947
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_721.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_721.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_721.jpg,-0.25,0.2674293,0,1.060378
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_822.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_822.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_822.jpg,-0.5000001,0.5714967,0,1.650563
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_899.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_899.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_899.jpg,-0.6500001,0.7905505,0,2.186216
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_31_974.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_31_974.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_31_974.jpg,-0.8500001,1,0,3.050122
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_080.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_080.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_080.jpg,-1,0.8446369,0,4.280652
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_185.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_185.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_185.jpg,-1,0.8476207,0,5.139617
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_286.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_286.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_286.jpg,-1,1,0,6.235703
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_407.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_407.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_407.jpg,0,0.6373252,0,7.048778
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_488.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_488.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_488.jpg,0,0.3935698,0,7.454834
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_591.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_591.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_591.jpg,0,0.08341874,0,7.608802
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_711.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_711.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_711.jpg,0,0,0,7.522851
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_795.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_795.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_795.jpg,0,0,0,7.462397
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_32_922.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_32_922.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_32_922.jpg,0,0.2217372,0,7.559102
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_003.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_003.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_003.jpg,-0.15,0.4648425,0,7.893525
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_072.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_072.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_072.jpg,-0.3,0.2574699,0,8.029382
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_156.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_156.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_156.jpg,-0.5000001,0.00521189,0,8.01755
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_261.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_261.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_261.jpg,0,0,0,7.892308
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_364.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_364.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_364.jpg,0,0,0,7.812608
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_465.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_465.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_465.jpg,0,0,0,7.734191
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_570.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_570.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_570.jpg,-0.15,0,0,7.651631
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_676.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_676.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_676.jpg,-0.4,0,0,7.539755
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_773.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_773.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_773.jpg,-0.6500001,0.2920716,0,7.624728
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_843.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_843.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_843.jpg,-0.8500001,0.4960647,0,7.953393
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_33_929.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_33_929.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_33_929.jpg,-1,0.4680321,0,8.315668
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_031.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_031.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_031.jpg,0,0.1583886,0,8.380913
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_145.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_145.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_145.jpg,0,0,0,8.283706
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_241.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_241.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_241.jpg,0,0,0,8.200339
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_364.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_364.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_364.jpg,0,0,0,8.101683
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_448.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_448.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_448.jpg,0,0,0,8.036582
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_547.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_547.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_547.jpg,0,0,0,7.955942
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_647.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_647.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_647.jpg,-0.25,0.2979762,0,8.127279
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_747.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_747.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_747.jpg,-0.5000001,0.6008787,0,8.62205
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_862.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_862.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_862.jpg,0,0.2667942,0,8.989939
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_34_946.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_34_946.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_34_946.jpg,0,0.005470827,0,8.977797
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_015.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_015.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_015.jpg,0,0,0,8.923991
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_097.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_097.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_097.jpg,0,0,0,8.852268
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_197.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_197.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_197.jpg,0,0,0,8.763438
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_294.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_294.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_294.jpg,-0.1,0,0,8.673251
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_392.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_392.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_392.jpg,-0.35,0.2969217,0,8.785298
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_492.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_492.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_492.jpg,-0.6000001,0.5946459,0,9.21366
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_590.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_590.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_590.jpg,0,0.2992157,0,9.490244
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_689.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_689.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_689.jpg,0,0.002770722,0,9.468639
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_790.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_790.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_790.jpg,0,0,0,9.37245
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_887.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_887.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_887.jpg,0,0,0,9.278305
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_35_987.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_35_987.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_35_987.jpg,-0.15,0.1510476,0,9.278098
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_086.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_086.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_086.jpg,-0.4,0.4475382,0,9.591785
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_186.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_186.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_186.jpg,-0.6500001,0.7498848,0,10.21953
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_307.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_307.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_307.jpg,0,0.3888747,0,10.66162
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_390.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_390.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_390.jpg,0,0.1393524,0,10.79587
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_487.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_487.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_487.jpg,0,0,0,10.69866
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_586.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_586.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_586.jpg,0,0,0,10.59119
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_686.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_686.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_686.jpg,0,0,0,10.48489
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_787.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_787.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_787.jpg,0,0,0,10.37957
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_888.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_888.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_888.jpg,0,0,0,10.27518
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_36_988.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_36_988.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_36_988.jpg,-0.25,0.2969838,0,10.41583
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_058.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_058.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_058.jpg,-0.4,0.5084421,0,10.67059
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_137.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_137.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_137.jpg,0,0.4564167,0,11.04563
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_211.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_211.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_211.jpg,0,0.236271,0,11.19601
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_285.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_285.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_285.jpg,0,0.01074718,0,11.16987
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_354.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_354.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_354.jpg,0,0,0,11.10359
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_439.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_439.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_439.jpg,0,0,0,10.99243
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_536.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_536.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_536.jpg,0,0,0,10.90413
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_658.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_658.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_658.jpg,0,0,0,10.77244
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_742.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_742.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_742.jpg,-0.15,0.1562109,0,10.75783
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_835.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_835.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_835.jpg,-0.35,0.4391388,0,10.96507
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_37_936.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_37_936.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_37_936.jpg,0,0.1340661,0,11.11522
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_031.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_031.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_031.jpg,0,0,0,11.01593
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_126.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_126.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_126.jpg,0,0,0,10.90573
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_224.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_224.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_224.jpg,0,0,0,10.79663
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_322.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_322.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_322.jpg,0,0,0,10.68844
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_424.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_424.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_424.jpg,-0.25,0.1475322,0,10.65661
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_525.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_525.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_525.jpg,-0.5000001,0.4488723,0,10.91545
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_616.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_616.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_616.jpg,-0.7,0.7251768,0,11.34075
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_713.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_713.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_713.jpg,0,0.4363664,0,11.81424
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_796.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_796.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_796.jpg,0,0.1888583,0,11.83232
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_38_916.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_38_916.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_38_916.jpg,0,0,0,11.65253
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_39_011.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_39_011.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_39_011.jpg,0,0,0,11.51443
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_39_115.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_39_115.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_39_115.jpg,0,0,0,11.48046
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_39_209.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_39_209.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_39_209.jpg,0,0,0,11.26345
E:\self-driving-car-sim\IMG\center_2018_09_27_21_48_39_284.jpg,E:\self-driving-car-sim\IMG\left_2018_09_27_21_48_39_284.jpg,E:\self-driving-car-sim\IMG\right_2018_09_27_21_48_39_284.jpg,0,0,0,11.2485
